date,usd_krw,kr_base_rate,us_base_rate,rate_diff
2023-01-25,1234.4,3.5,3.4619998931884766,0.03800010681152344
2023-01-26,1233.4,3.5,3.493000030517578,0.006999969482421875
2023-01-27,1231.4,3.5,3.5179998874664307,-0.017999887466430664
2023-01-30,1230.2,3.5,3.5510001182556152,-0.051000118255615234
2023-01-31,1228.7,3.5,3.5290000438690186,-0.029000043869018555
2023-02-01,1230.8,3.5,3.3970000743865967,0.10299992561340332
2023-02-02,1231.4,3.5,3.3959999084472656,0.10400009155273438
2023-02-03,1219.3,3.5,3.5320000648498535,-0.032000064849853516
2023-02-06,1227.2,3.5,3.634000062942505,-0.13400006294250488
2023-02-07,1247.5,3.5,3.6740000247955322,-0.17400002479553223
2023-02-08,1256.0,3.5,3.6530001163482666,-0.1530001163482666
2023-02-09,1257.1,3.5,3.683000087738037,-0.1830000877380371
2023-02-10,1263.1,3.5,3.74399995803833,-0.24399995803833008
2023-02-13,1264.3,3.5,3.7170000076293945,-0.21700000762939453
2023-02-14,1274.6,3.5,3.760999917984009,-0.2609999179840088
2023-02-15,1269.9,3.5,3.809000015258789,-0.30900001525878906
2023-02-16,1279.3,3.5,3.8429999351501465,-0.3429999351501465
2023-02-17,1283.7,3.5,3.828000068664551,-0.3280000686645508
2023-02-20,1297.7,3.5,3.828000068664551,-0.3280000686645508
2023-02-21,1295.8,3.5,3.9549999237060547,-0.4549999237060547
2023-02-22,1295.8,3.5,3.9230000972747803,-0.4230000972747803
2023-02-23,1303.8,3.5,3.878999948501587,-0.3789999485015869
2023-02-24,1299.6,3.5,3.9489998817443848,-0.44899988174438477
2023-02-27,1300.5,3.5,3.921999931335449,-0.4219999313354492
2023-02-28,1317.4,3.5,3.9159998893737793,-0.4159998893737793
2023-03-02,1319.2,3.5,4.072999954223633,-0.5729999542236328
2023-03-03,1310.4,3.5,3.9639999866485596,-0.46399998664855957
2023-03-06,1304.8,3.5,3.9830000400543213,-0.4830000400543213
2023-03-07,1296.7,3.5,3.9749999046325684,-0.47499990463256836
2023-03-08,1299.1,3.5,3.9760000705718994,-0.4760000705718994
2023-03-09,1319.5,3.5,3.924999952316284,-0.4249999523162842
2023-03-10,1319.7,3.5,3.694999933242798,-0.19499993324279785
2023-03-13,1325.7,3.5,3.515000104904175,-0.015000104904174805
2023-03-14,1307.3,3.5,3.638000011444092,-0.1380000114440918
2023-03-15,1304.9,3.5,3.492000102996826,0.007999897003173828
2023-03-16,1302.0,3.5,3.5850000381469727,-0.08500003814697266
2023-03-17,1312.1,3.5,3.3949999809265137,0.10500001907348633
2023-03-20,1303.6,3.5,3.4809999465942383,0.01900005340576172
2023-03-21,1308.4,3.5,3.6059999465942383,-0.10599994659423828
2023-03-22,1307.8,3.5,3.5,0.0
2023-03-23,1307.1,3.5,3.4059998989105225,0.09400010108947754
2023-03-24,1287.2,3.5,3.380000114440918,0.11999988555908203
2023-03-27,1289.7,3.5,3.5280001163482666,-0.0280001163482666
2023-03-28,1300.3,3.5,3.563999891281128,-0.06399989128112793
2023-03-29,1297.4,3.5,3.565999984741211,-0.06599998474121094
2023-03-30,1299.3,3.5,3.5510001182556152,-0.051000118255615234
2023-03-31,1303.8,3.5,3.49399995803833,0.006000041961669922
2023-04-03,1295.4,3.5,3.430000066757202,0.06999993324279785
2023-04-04,1316.3,3.5,3.3369998931884766,0.16300010681152344
2023-04-05,1310.3,3.5,3.2869999408721924,0.21300005912780762
2023-04-06,1311.9,3.5,3.2880001068115234,0.21199989318847656
2023-04-07,1318.7,3.5,3.2880001068115234,0.21199989318847656
2023-04-10,1318.9,3.5,3.4149999618530273,0.08500003814697266
2023-04-11,1320.0,3.5,3.434000015258789,0.06599998474121094
2023-04-12,1319.5,3.5,3.4210000038146973,0.07899999618530273
2023-04-13,1324.2,3.5,3.4519999027252197,0.04800009727478027
2023-04-14,1318.0,3.5,3.5220000743865967,-0.02200007438659668
2023-04-17,1299.3,3.5,3.5910000801086426,-0.09100008010864258
2023-04-18,1311.3,3.5,3.572000026702881,-0.07200002670288086
2023-04-19,1318.8,3.5,3.6019999980926514,-0.10199999809265137
2023-04-20,1318.8,3.5,3.5450000762939453,-0.04500007629394531
2023-04-21,1327.6,3.5,3.569999933242798,-0.06999993324279785
2023-04-24,1327.9,3.5,3.515000104904175,-0.015000104904174805
2023-04-25,1332.7,3.5,3.3959999084472656,0.10400009155273438
2023-04-26,1333.3,3.5,3.431999921798706,0.06800007820129395
2023-04-27,1337.3,3.5,3.5280001163482666,-0.0280001163482666
2023-04-28,1339.9,3.5,3.4519999027252197,0.04800009727478027
2023-05-02,1339.1,3.5,3.438999891281128,0.06100010871887207
2023-05-03,1340.2,3.5,3.4030001163482666,0.0969998836517334
2023-05-04,1339.1,3.5,3.3510000705718994,0.14899992942810059
2023-05-08,1325.6,3.5,3.5209999084472656,-0.020999908447265625
2023-05-09,1322.7,3.5,3.5209999084472656,-0.020999908447265625
2023-05-10,1323.0,3.5,3.438999891281128,0.06100010871887207
2023-05-11,1324.2,3.5,3.3970000743865967,0.10299992561340332
2023-05-12,1320.3,3.5,3.4630000591278076,0.03699994087219238
2023-05-15,1333.6,3.5,3.507999897003174,-0.007999897003173828
2023-05-16,1337.8,3.5,3.5490000247955322,-0.04900002479553223
2023-05-17,1336.0,3.5,3.5810000896453857,-0.08100008964538574
2023-05-18,1339.4,3.5,3.6480000019073486,-0.14800000190734863
2023-05-19,1332.7,3.5,3.691999912261963,-0.1919999122619629
2023-05-22,1331.2,3.5,3.7190001010894775,-0.21900010108947754
2023-05-23,1319.1,3.5,3.697999954223633,-0.1979999542236328
2023-05-24,1311.4,3.5,3.7190001010894775,-0.21900010108947754
2023-05-25,1317.5,3.5,3.813999891281128,-0.31399989128112793
2023-05-26,1323.4,3.5,3.809999942779541,-0.309999942779541
2023-05-30,1325.6,3.5,3.700000047683716,-0.20000004768371582
2023-05-31,1322.2,3.5,3.63700008392334,-0.13700008392333984
2023-06-01,1321.6,3.5,3.6080000400543213,-0.10800004005432129
2023-06-02,1320.7,3.5,3.690999984741211,-0.19099998474121094
2023-06-05,1308.8,3.5,3.693000078201294,-0.19300007820129395
2023-06-07,1308.3,3.5,3.7839999198913574,-0.2839999198913574
2023-06-08,1300.5,3.5,3.7139999866485596,-0.21399998664855957
2023-06-09,1306.1,3.5,3.744999885559082,-0.24499988555908203
2023-06-12,1294.9,3.5,3.765000104904175,-0.2650001049041748
2023-06-13,1291.1,3.5,3.8389999866485596,-0.33899998664855957
2023-06-14,1277.5,3.5,3.7960000038146973,-0.29600000381469727
2023-06-15,1275.9,3.5,3.7279999256134033,-0.22799992561340332
2023-06-16,1280.1,3.5,3.7690000534057617,-0.2690000534057617
2023-06-19,1273.5,3.5,3.7690000534057617,-0.2690000534057617
2023-06-20,1280.7,3.5,3.7290000915527344,-0.22900009155273438
2023-06-21,1282.2,3.5,3.7230000495910645,-0.22300004959106445
2023-06-22,1291.5,3.5,3.7990000247955322,-0.2990000247955322
2023-06-23,1291.4,3.5,3.739000082015991,-0.2390000820159912
2023-06-26,1302.2,3.5,3.7190001010894775,-0.21900010108947754
2023-06-27,1303.8,3.5,3.7679998874664307,-0.26799988746643066
2023-06-28,1303.1,3.5,3.7100000381469727,-0.21000003814697266
2023-06-29,1304.3,3.5,3.8540000915527344,-0.3540000915527344
2023-06-30,1312.8,3.5,3.819000005722046,-0.3190000057220459
2023-07-03,1319.4,3.5,3.8580000400543213,-0.3580000400543213
2023-07-04,1310.0,3.5,3.8580000400543213,-0.3580000400543213
2023-07-05,1301.7,3.5,3.944999933242798,-0.44499993324279785
2023-07-06,1300.8,3.5,4.040999889373779,-0.5409998893737793
2023-07-07,1303.8,3.5,4.050000190734863,-0.5500001907348633
2023-07-10,1307.3,3.5,4.00600004196167,-0.5060000419616699
2023-07-11,1303.8,3.5,3.9800000190734863,-0.48000001907348633
2023-07-12,1295.0,3.5,3.8610000610351562,-0.36100006103515625
2023-07-13,1291.4,3.5,3.760999917984009,-0.2609999179840088
2023-07-14,1276.2,3.5,3.819000005722046,-0.3190000057220459
2023-07-17,1265.8,3.5,3.796999931335449,-0.2969999313354492
2023-07-18,1266.1,3.5,3.7890000343322754,-0.2890000343322754
2023-07-19,1261.6,3.5,3.742000102996826,-0.24200010299682617
